topological_1,topological_2,topological_3,Time Series ID
0.4943968654066998,-10.0,-10.0,0
0.526218854258121,-10.0,-10.0,1
0.5212943695286716,-10.0,-10.0,2
0.49676345544567213,-10.0,-10.0,3
0.4891299511674843,-10.0,-10.0,4
0.4952713630483554,-10.0,-10.0,5
0.4954576973272511,-10.0,-10.0,6
0.4571882518131299,-10.0,-10.0,7
0.44820751153439536,-10.0,-10.0,8
0.4710877413131062,-10.0,-10.0,9
0.4724225215601633,-10.0,-10.0,10
0.48624893702160615,-10.0,-10.0,11
0.5014352082674064,-10.0,-10.0,12
0.6175355000501653,-10.0,-10.0,13
0.44051570727011125,-10.0,-10.0,14
0.4318710541115268,-10.0,-10.0,15
0.48741306384202604,-10.0,-10.0,16
0.5337455290580317,-10.0,-10.0,17
0.5190138004484453,-10.0,-10.0,18
0.4905887865747919,-10.0,-10.0,19
0.48510264519854024,-10.0,-10.0,20
0.5194023113325911,-10.0,-10.0,21
0.532276179666437,-10.0,-10.0,22
0.5130586428903259,-10.0,-10.0,23
0.5225499268258025,-10.0,-10.0,24
0.5194453579457065,-10.0,-10.0,25
0.5020582347481485,-10.0,-10.0,26
0.5059828634604668,-10.0,-10.0,27
0.5151521610187719,-10.0,-10.0,28
0.48223407156686393,-10.0,-10.0,29
0.49576255737273667,-10.0,-10.0,30
0.4709396349374916,-10.0,-10.0,31
0.5269252953824664,-10.0,-10.0,32
0.5243668189957034,-10.0,-10.0,33
0.529969987305925,-10.0,-10.0,34
0.5328880290365587,-10.0,-10.0,35
0.5140122531277105,-10.0,-10.0,36
0.5204627571544538,-10.0,-10.0,37
0.5255934635244571,-10.0,-10.0,38
0.5340226811235343,-10.0,-10.0,39
0.5430767261317734,-10.0,-10.0,40
0.5399600784786414,-10.0,-10.0,41
0.5177037712720831,-10.0,-10.0,42
0.5065753861396136,-10.0,-10.0,43
0.5134262215090941,-10.0,-10.0,44
0.5375721849655541,-10.0,-10.0,45
0.5417788866708765,-10.0,-10.0,46
0.5194470830984137,-10.0,-10.0,47
0.5325598643105102,-10.0,-10.0,48
0.5364594963650104,-10.0,-10.0,49
0.5659523419052973,-10.0,-10.0,50
0.5382816502013102,-10.0,-10.0,51
0.5760627421314021,-10.0,-10.0,52
0.538679742177863,-10.0,-10.0,53
0.5288548060631387,-10.0,-10.0,54
0.54943588565036,-10.0,-10.0,55
0.5653878851468863,-10.0,-10.0,56
0.5577512482168037,-10.0,-10.0,57
0.5483883591321924,-10.0,-10.0,58
0.5546097837803587,-10.0,-10.0,59
0.5474799203235767,-10.0,-10.0,60
0.5339947097155991,-10.0,-10.0,61
0.5283759707846666,-10.0,-10.0,62
0.5185401916027985,-10.0,-10.0,63
0.5222417742088652,-10.0,-10.0,64
0.5259853723398645,-10.0,-10.0,65
0.5781583258831425,-10.0,-10.0,66
0.5449293484688583,-10.0,-10.0,67
0.568749311322457,-10.0,-10.0,68
0.5781946112222103,-10.0,-10.0,69
0.593136803199297,-10.0,-10.0,70
0.5817500467960594,-10.0,-10.0,71
0.5793090172248323,-10.0,-10.0,72
0.5880529369085356,-10.0,-10.0,73
0.5805278815045412,-10.0,-10.0,74
0.6045730144004015,-10.0,-10.0,75
0.6151555058476438,-10.0,-10.0,76
0.5252773136120845,-10.0,-10.0,77
0.5337134905175558,-10.0,-10.0,78
0.5139133422038796,-10.0,-10.0,79
0.526979932023434,-10.0,-10.0,80
0.5364329243345177,-10.0,-10.0,81
0.5496708705121797,-10.0,-10.0,82
0.5470093404683418,-10.0,-10.0,83
0.5681400183423008,-10.0,-10.0,84
0.5662721736049683,-10.0,-10.0,85
0.6047687356660366,-10.0,-10.0,86
0.610041373876137,-10.0,-10.0,87
0.6158697206909314,-10.0,-10.0,88
0.6289908636961801,-10.0,-10.0,89
0.6316755604309239,-10.0,-10.0,90
0.6080193335136375,-10.0,-10.0,91
0.578813313031443,-10.0,-10.0,92
0.5043370616779631,-10.0,-10.0,93
0.5192848427803642,-10.0,-10.0,94
0.5585858290414785,-10.0,-10.0,95
0.5386575713875492,-10.0,-10.0,96
0.5498971044147246,-10.0,-10.0,97
0.5622820759978631,-10.0,-10.0,98
0.5840730235272571,-10.0,-10.0,99
0.5912636827219817,-10.0,-10.0,100
0.5904813808083524,-10.0,-10.0,101
0.5914535960133483,-10.0,-10.0,102
0.5888694179702353,-10.0,-10.0,103
0.6002906174575015,-10.0,-10.0,104
0.5982568464715018,-10.0,-10.0,105
0.585051421015623,-10.0,-10.0,106
0.5767777324420887,-10.0,-10.0,107
0.5574417761322972,-10.0,-10.0,108
0.5329535817984595,-10.0,-10.0,109
0.5374062977205687,-10.0,-10.0,110
0.5582594605034631,-10.0,-10.0,111
0.5675275142099002,-10.0,-10.0,112
0.5800392704460169,-10.0,-10.0,113
0.5886422610116033,-10.0,-10.0,114
0.5888767345455727,-10.0,-10.0,115
0.5764915843320133,-10.0,-10.0,116
0.5697872371057613,-10.0,-10.0,117
0.5763185745504094,-10.0,-10.0,118
0.557777758944332,-10.0,-10.0,119
0.5481215312961798,-10.0,-10.0,120
0.5506039373984027,-10.0,-10.0,121
0.5317876782621807,-10.0,-10.0,122
0.542064759771062,-10.0,-10.0,123
0.5195772787250533,-10.0,-10.0,124
