DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,Time Series ID
-0.3592821885180205,-0.5565742302319574,1.5605505601774978,6,0.11038884614749266,0.5705352014618033,0.6903225806451613,8.0,0.00507848568790397,11,0.11820710469938098,2.0,0.25,0.17307692307692313,0.019230769230769162,0.627241146739576,6.0,2.0117941479638515,0.15,0.825,0.5399612373357813,1.019552984617347,0
-0.2571800076194932,-0.4522678399518389,1.4482374806585987,6,0.13173077475085962,0.4862879093610107,0.535483870967742,7.0,0.04108956602031394,11,0.0988839491882256,2.0,0.25,0.2564102564102564,-0.02564102564102566,0.6065042574244498,5.0,1.7454250107777365,0.15,0.75,0.5399612373357813,1.015945665721936,1
-0.4667434260558824,-0.6567743100109922,1.783798695568653,6,0.1367576508313546,0.38628190370947524,0.7548387096774194,7.0,0.010636934512367038,11,0.1589024357857897,2.0,0.3333333333333333,0.10256410256410264,0.012820512820512775,0.7258373823160819,6.0,1.8984416513406643,0.175,0.775,0.5399612373357813,1.0311370381642788,2
-0.4740092302730857,-0.6413317997866814,1.799201272272402,6,0.2354430961727106,0.3304449790430767,0.6,7.0,0.012174804562347817,11,0.2114360230236302,2.0,0.6666666666666666,0.07692307692307687,0.012820512820512775,0.7554893520957792,6.0,1.7478500684626155,0.25,0.15,0.5399612373357813,1.0466051632896551,3
-0.4862983149627046,-0.6528854659908392,1.7333394075528108,6,0.21102794771514824,0.3835954387339855,0.6451612903225806,7.0,0.00525438933743432,11,0.17849513939962072,2.0,0.6666666666666666,0.07692307692307687,0.14743589743589736,0.7212000491234984,6.0,1.929282215102961,0.225,0.825,0.5399612373357813,1.0503821410075176,4
-0.38256899689059903,-0.5487592418269854,1.5702060131847047,6,0.09439274587215903,0.356092867880272,0.6387096774193548,6.0,0.008073817762399078,11,0.14427585105734655,2.0,0.6666666666666666,0.07692307692307687,0.02564102564102555,0.6323724194424296,7.0,1.9481921164135199,0.175,0.8,0.5399612373357813,1.092767941899895,5
-0.3243185087913155,-0.5273730394653049,1.4964017208070697,6,0.10037994863122846,0.4770061931006286,0.7419354838709677,7.0,0.008330129437395875,11,0.12888952299991377,2.0,0.3333333333333333,0.08333333333333326,0.11538461538461542,0.5988005602629007,6.0,1.974428188990705,0.15,0.8,0.5399612373357813,1.0977856367305188,6
0.0573814654469218,-0.19653260748325724,0.9871421343366297,7,0.023262294879709024,0.7770735254294907,0.3870967741935484,6.0,0.08342945021145712,11,0.059328660847441685,1.0,0.3333333333333333,0.08333333333333326,0.0,0.3898550377319175,5.0,1.0857210671472393,0.225,0.8,1.0308350894592189,1.169320113266707,7
0.09617296278381926,-0.16275529124102822,0.9724756003311819,7,0.027009684387035354,-0.27957199214503364,0.3548387096774194,5.0,0.09791105984877611,11,0.06319217360686159,1.0,0.3333333333333333,0.23076923076923084,0.012820512820512775,0.389486491605836,4.0,1.0714704823817411,0.15,0.7,0.981747704246875,1.1427490084459302,8
0.177268735165929,-0.10689114297020752,0.9263533995138623,7,0.025976456263069343,-0.5452752339199132,0.3419354838709677,5.0,0.10906061771113673,11,0.06069329245446729,1.0,0.3333333333333333,0.23076923076923084,0.03205128205128216,0.36112175012906383,4.0,1.0267271182227868,0.15,0.75,1.0308350894592189,1.1574765554728677,9
